transaction_id,vendor_id,department,region,procurement_method,contract_amount,invoice_amount,claimed_units,verified_units,number_of_bidders,tender_duration_days,has_checker,has_approver,coi_declared,past_complaints_12m,variation_order_count,variation_order_amount,late_delivery_days,duplicate_invoice_flag,round_amount_flag,split_purchase_flag,invoice_contract_ratio,invoice_contract_variance,claim_variance_units,claim_variance_pct,direct_award_flag,emergency_procurement_flag,single_bidder_flag,short_tender_flag,missing_checker_flag,missing_approver_flag,complaint_flag,vo_amount_ratio,late_delivery_flag,risk_score,risk_level,review_required
TXN-000118,VEND-0093,Procurement,Northern,Open Tender,49967.0,37952.57,11,9,3,47,1,1,0,2,2,21601.26,17,0,0,0,0.7596,-12014.43,2,0.2222,0,0,0,0,0,0,1,0.4323,1,45,Medium,No
TXN-000119,VEND-0057,Procurement,Central,Open Tender,17672.09,12963.24,429,369,1,44,0,1,0,0,5,1736.53,19,0,0,0,0.7335,-4708.85,60,0.1626,0,0,1,0,1,0,0,0.0983,1,60,High,Yes
TXN-000120,VEND-0058,Project Management,Sarawak,Direct Award,11487.98,9517.17,210,210,1,1,1,1,0,0,0,0.0,7,0,0,0,0.8284,-1970.81,0,0.0,1,0,1,1,0,0,0,0.0,0,30,Medium,No
TXN-000121,VEND-0081,Finance,Southern,Open Tender,7980.42,6200.0,252,252,8,39,1,1,0,0,1,1391.09,12,0,1,0,0.7769,-1780.42,0,0.0,0,0,0,0,0,0,0,0.1743,0,5,Low,No
TXN-000122,VEND-0013,Procurement,Sarawak,Emergency Procurement,97417.97,80813.87,381,348,2,4,1,1,0,0,5,42095.67,17,0,0,0,0.8296,-16604.1,33,0.0948,0,1,0,1,0,0,0,0.4321,1,65,High,Yes
TXN-000123,VEND-0107,IT,Sarawak,Open Tender,9278.57,6993.14,27,27,5,60,1,1,0,0,0,0.0,6,0,0,0,0.7537,-2285.43,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000124,VEND-0058,Operations,Sabah,RFQ,12098.73,11488.22,422,422,1,10,1,1,1,0,0,0.0,3,0,0,0,0.9495,-610.51,0,0.0,0,0,1,0,0,0,0,0.0,0,30,Medium,No
TXN-000125,VEND-0081,Operations,Northern,Panel Vendor,7100.23,6924.26,260,260,8,45,1,1,0,0,0,0.0,10,0,0,0,0.9752,-175.97,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000126,VEND-0045,Project Management,Central,Open Tender,41539.19,35293.54,418,418,4,45,1,1,0,0,0,0.0,11,0,0,0,0.8496,-6245.65,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000127,VEND-0012,Finance,Southern,Open Tender,36273.69,30145.93,277,277,7,25,1,1,0,0,0,0.0,8,0,0,0,0.8311,-6127.76,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000128,VEND-0079,Procurement,Central,RFQ,12241.6,9750.95,325,228,1,1,1,1,0,1,0,0.0,3,0,0,0,0.7965,-2490.65,97,0.4254,0,0,1,1,0,0,1,0.0,0,60,High,Yes
TXN-000129,VEND-0087,Facilities,Sarawak,Open Tender,6660.17,6631.75,471,354,5,55,0,1,0,6,2,1177.93,4,0,0,0,0.9957,-28.42,117,0.3305,0,0,0,0,1,0,1,0.1769,0,65,High,Yes
TXN-000130,VEND-0017,Corporate Services,Central,RFQ,13511.93,11100.83,215,215,3,14,1,1,0,0,0,0.0,3,0,0,0,0.8216,-2411.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000131,VEND-0063,Operations,Sarawak,Open Tender,345115.1,354382.41,193,193,6,3,1,0,0,0,0,0.0,12,0,0,0,1.0269,9267.31,0,0.0,0,0,0,1,0,1,0,0.0,0,50,High,Yes
TXN-000132,VEND-0056,Project Management,Northern,Open Tender,16652.56,19489.02,470,470,1,41,1,1,0,0,0,0.0,1,0,0,0,1.1703,2836.46,0,0.0,0,0,1,0,0,0,0,0.0,0,30,Medium,No
TXN-000133,VEND-0029,IT,Central,Panel Vendor,260305.85,196666.93,133,133,3,4,1,1,0,0,0,0.0,5,0,0,0,0.7555,-63638.92,0,0.0,0,0,0,1,0,0,0,0.0,0,10,Low,No
TXN-000134,VEND-0119,Finance,East Coast,Panel Vendor,62491.37,65829.1,481,481,4,4,0,0,0,0,2,14982.98,29,0,0,0,1.0534,3337.73,0,0.0,0,0,0,1,1,1,0,0.2398,1,80,Critical,Yes
TXN-000135,VEND-0113,Corporate Services,Central,Panel Vendor,10365.37,8527.38,23,23,2,33,1,1,0,0,1,1806.96,9,0,0,0,0.8227,-1837.99,0,0.0,0,0,0,0,0,0,0,0.1743,0,0,Low,No
TXN-000136,VEND-0104,Procurement,Northern,Open Tender,1500000.0,1272831.92,366,366,5,46,1,1,0,0,0,0.0,10,0,0,0,0.8486,-227168.08,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000137,VEND-0103,Finance,Sabah,Panel Vendor,57254.94,58734.79,20,15,5,3,1,1,1,0,6,15334.63,26,0,0,0,1.0258,1479.85,5,0.3333,0,0,0,1,0,0,0,0.2678,1,100,Critical,Yes
TXN-000138,VEND-0077,IT,Northern,Open Tender,50735.42,49000.0,340,205,1,55,1,1,0,0,0,0.0,11,0,1,1,0.9658,-1735.42,135,0.6585,0,0,1,0,0,0,0,0.0,0,65,High,Yes
TXN-000139,VEND-0072,Project Management,Sarawak,Open Tender,22932.9,30076.78,382,333,1,37,1,1,0,3,0,0.0,4,0,0,0,1.3115,7143.88,49,0.1471,0,0,1,0,0,0,1,0.0,0,80,Critical,Yes
TXN-000140,VEND-0096,Procurement,Central,Open Tender,27879.02,37229.5,217,217,4,35,0,1,0,3,1,2415.5,7,0,0,0,1.3354,9350.48,0,0.0,0,0,0,0,1,0,1,0.0866,0,65,High,Yes
TXN-000141,VEND-0078,Procurement,Sarawak,Open Tender,52824.06,48310.81,476,476,7,42,1,1,0,0,0,0.0,0,0,0,0,0.9146,-4513.25,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000142,VEND-0053,Operations,Central,RFQ,19267.99,17529.03,370,370,5,11,1,1,0,0,2,1324.75,3,0,0,0,0.9097,-1738.96,0,0.0,0,0,0,0,0,0,0,0.0688,0,0,Low,No
TXN-000143,VEND-0059,Facilities,Sabah,Open Tender,184117.73,151223.1,242,242,2,4,1,1,0,0,1,19135.35,20,0,0,1,0.8213,-32894.63,0,0.0,0,0,0,1,0,0,0,0.1039,1,35,Medium,No
TXN-000144,VEND-0070,Facilities,Northern,Open Tender,21071.29,16000.0,350,350,1,3,1,1,0,1,0,0.0,17,0,1,0,0.7593,-5071.29,0,0.0,0,0,1,1,0,0,1,0.0,1,40,Medium,No
TXN-000145,VEND-0040,Finance,Southern,Panel Vendor,10006.89,9499.28,402,402,8,22,1,1,0,0,1,1095.94,8,0,0,0,0.9493,-507.61,0,0.0,0,0,0,0,0,0,0,0.1095,0,0,Low,No
TXN-000146,VEND-0120,Operations,East Coast,Open Tender,16303.89,18968.03,301,301,2,32,1,1,0,6,1,2250.73,7,0,0,0,1.1634,2664.14,0,0.0,0,0,0,0,0,0,1,0.138,0,40,Medium,No
TXN-000147,VEND-0088,Finance,Central,Open Tender,15005.87,14907.23,479,479,3,21,1,1,0,0,0,0.0,8,0,0,0,0.9934,-98.64,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000148,VEND-0113,Project Management,Northern,RFQ,27895.0,25000.0,341,302,3,11,1,1,0,5,1,668.03,33,0,1,0,0.8962,-2895.0,39,0.1291,0,0,0,0,0,0,1,0.0239,1,55,High,Yes
TXN-000149,VEND-0075,Project Management,Central,Open Tender,89547.78,75579.06,388,352,3,26,1,1,0,0,0,0.0,10,0,0,0,0.844,-13968.72,36,0.1023,0,0,0,0,0,0,0,0.0,0,20,Low,No
TXN-000150,VEND-0103,Operations,Northern,Panel Vendor,16648.87,22164.9,209,209,4,50,0,1,0,0,5,2639.75,21,0,0,0,1.3313,5516.03,0,0.0,0,0,0,0,1,0,0,0.1586,1,60,High,Yes
TXN-000151,VEND-0078,Project Management,Northern,Panel Vendor,19465.03,28000.0,69,61,7,5,1,1,0,0,2,5380.82,25,0,1,0,1.4385,8534.97,8,0.1311,0,0,0,1,0,0,0,0.2764,1,80,Critical,Yes
TXN-000152,VEND-0044,Operations,Central,Panel Vendor,17170.33,16020.96,5,5,8,15,1,1,0,0,0,0.0,5,0,0,0,0.9331,-1149.37,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000153,VEND-0004,Operations,Southern,Panel Vendor,60007.35,57255.48,214,184,8,2,1,1,1,1,1,9428.46,11,0,0,0,0.9541,-2751.87,30,0.163,0,0,0,1,0,0,1,0.1571,0,60,High,Yes
TXN-000154,VEND-0042,IT,Sabah,Direct Award,14362.3,13528.52,580,373,3,7,0,1,0,0,0,0.0,5,0,0,0,0.9419,-833.78,207,0.555,1,0,0,0,1,0,0,0.0,0,55,High,Yes
TXN-000155,VEND-0090,Finance,Northern,Open Tender,45041.53,51277.88,72,72,1,27,1,0,0,0,1,4286.56,23,0,0,0,1.1385,6236.35,0,0.0,0,0,1,0,0,1,0,0.0952,1,55,High,Yes
TXN-000156,VEND-0029,Procurement,Sarawak,Open Tender,9689.0,7037.78,32,32,7,46,1,1,0,0,4,1320.63,10,0,0,0,0.7264,-2651.22,0,0.0,0,0,0,0,0,0,0,0.1363,0,10,Low,No
TXN-000157,VEND-0051,Corporate Services,Southern,Open Tender,20069.34,16335.56,65,65,3,30,1,1,0,0,0,0.0,11,0,0,0,0.814,-3733.78,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000158,VEND-0022,Corporate Services,East Coast,Open Tender,16257.33,12977.23,269,269,7,39,1,1,0,0,0,0.0,5,0,0,0,0.7982,-3280.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000159,VEND-0064,Procurement,Southern,RFQ,28057.16,20000.0,425,409,5,8,1,1,0,6,5,933.05,0,0,1,0,0.7128,-8057.16,16,0.0391,0,0,0,0,0,0,1,0.0333,0,55,High,Yes
TXN-000160,VEND-0103,Finance,Sabah,Direct Award,5432.03,6900.0,338,338,3,13,1,1,0,2,4,392.06,17,0,1,0,1.2702,1467.97,0,0.0,1,0,0,0,0,0,1,0.0722,1,70,High,Yes
TXN-000161,VEND-0067,Finance,East Coast,Panel Vendor,11365.97,9071.03,176,101,5,39,1,1,0,3,0,0.0,22,0,0,0,0.7981,-2294.94,75,0.7426,0,0,0,0,0,0,1,0.0,1,55,High,Yes
TXN-000162,VEND-0001,Finance,Northern,Direct Award,68419.89,67268.13,352,352,1,9,1,1,1,0,2,3297.53,1,0,0,0,0.9832,-1151.76,0,0.0,1,0,1,0,0,0,0,0.0482,0,40,Medium,No
TXN-000163,VEND-0102,Procurement,Southern,Direct Award,27051.3,21115.56,154,126,1,13,1,1,0,3,3,693.19,12,0,0,1,0.7806,-5935.74,28,0.2222,1,0,1,0,0,0,1,0.0256,0,90,Critical,Yes
TXN-000164,VEND-0084,Project Management,Northern,Panel Vendor,26126.68,21734.14,9,9,7,52,1,1,0,0,2,2753.89,6,0,0,0,0.8319,-4392.54,0,0.0,0,0,0,0,0,0,0,0.1054,0,0,Low,No
TXN-000165,VEND-0050,Project Management,Northern,Direct Award,15482.98,12837.71,194,194,1,10,1,1,0,0,0,0.0,10,0,0,0,0.8291,-2645.27,0,0.0,1,0,1,0,0,0,0,0.0,0,20,Low,No
TXN-000166,VEND-0022,Procurement,Northern,Panel Vendor,5985.08,4908.66,76,76,7,4,1,1,0,0,0,0.0,14,0,0,0,0.8201,-1076.42,0,0.0,0,0,0,1,0,0,0,0.0,0,10,Low,No
TXN-000167,VEND-0118,Facilities,Central,Emergency Procurement,278172.29,235370.57,354,354,1,1,1,0,0,2,0,0.0,9,0,0,0,0.8461,-42801.72,0,0.0,0,1,1,1,0,1,1,0.0,0,60,High,Yes
TXN-000168,VEND-0045,Project Management,Central,Open Tender,152900.46,124424.55,199,199,1,27,1,1,0,1,5,6483.07,4,0,0,0,0.8138,-28475.91,0,0.0,0,0,1,0,0,0,1,0.0424,0,30,Medium,No
TXN-000169,VEND-0118,Facilities,Sarawak,Open Tender,4813.53,6467.88,420,420,2,47,1,1,0,0,1,493.24,3,0,0,0,1.3437,1654.35,0,0.0,0,0,0,0,0,0,0,0.1025,0,30,Medium,No
TXN-000170,VEND-0104,Project Management,Central,Panel Vendor,33901.83,27110.44,385,385,4,3,1,1,0,0,0,0.0,12,0,0,0,0.7997,-6791.39,0,0.0,0,0,0,1,0,0,0,0.0,0,10,Low,No
TXN-000171,VEND-0082,Facilities,Northern,Open Tender,7155.57,6300.0,164,164,4,48,1,1,0,0,4,557.77,5,0,1,0,0.8804,-855.57,0,0.0,0,0,0,0,0,0,0,0.0779,0,15,Low,No
TXN-000172,VEND-0106,Procurement,Southern,Open Tender,26915.97,23443.25,413,413,7,58,0,1,0,0,2,4097.24,13,0,0,0,0.871,-3472.72,0,0.0,0,0,0,0,1,0,0,0.1522,0,15,Low,No
TXN-000173,VEND-0052,Finance,Sabah,Open Tender,315361.98,253976.15,91,91,5,3,1,1,0,0,6,74664.04,10,0,0,0,0.8053,-61385.83,0,0.0,0,0,0,1,0,0,0,0.2368,0,30,Medium,No
TXN-000174,VEND-0038,Operations,Central,Panel Vendor,56681.72,53352.16,58,58,8,6,1,1,0,0,1,3913.8,6,0,0,0,0.9413,-3329.56,0,0.0,0,0,0,1,0,0,0,0.069,0,10,Low,No
TXN-000175,VEND-0097,Finance,Southern,Panel Vendor,75674.01,55633.12,211,211,4,46,0,1,0,1,2,3363.94,3,0,0,0,0.7352,-20040.89,0,0.0,0,0,0,0,1,0,1,0.0445,0,25,Medium,No
TXN-000176,VEND-0055,Operations,East Coast,Direct Award,16351.83,15981.75,233,233,1,8,1,1,0,6,1,6058.76,17,0,0,0,0.9774,-370.08,0,0.0,1,0,1,0,0,0,1,0.3705,1,55,High,Yes
TXN-000177,VEND-0019,Finance,Sarawak,Panel Vendor,21140.89,16660.69,10,10,4,41,1,1,0,0,0,0.0,8,0,0,0,0.7881,-4480.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000178,VEND-0093,Procurement,Northern,RFQ,18808.51,15771.42,237,197,4,13,1,1,0,0,0,0.0,18,0,0,0,0.8385,-3037.09,40,0.203,0,0,0,0,0,0,0,0.0,1,25,Medium,No
TXN-000179,VEND-0060,Corporate Services,Sarawak,Direct Award,24546.35,23683.75,389,389,3,10,1,1,0,0,0,0.0,5,0,0,0,0.9649,-862.6,0,0.0,1,0,0,0,0,0,0,0.0,0,10,Low,No
TXN-000180,VEND-0027,Project Management,Southern,Open Tender,4791.76,6931.56,416,367,8,47,1,1,0,0,1,181.06,5,0,0,0,1.4466,2139.8,49,0.1335,0,0,0,0,0,0,0,0.0378,0,50,High,Yes
TXN-000181,VEND-0053,Corporate Services,East Coast,Open Tender,45305.14,34819.93,440,440,6,15,1,1,0,0,0,0.0,14,0,0,1,0.7686,-10485.21,0,0.0,0,0,0,0,0,0,0,0.0,0,20,Low,No
TXN-000182,VEND-0032,IT,Southern,Open Tender,4298.2,3605.93,195,195,3,25,1,1,0,0,1,208.98,23,0,0,0,0.8389,-692.27,0,0.0,0,0,0,0,0,0,0,0.0486,1,5,Low,No
TXN-000183,VEND-0120,Corporate Services,Sabah,Open Tender,9888.77,9180.34,420,420,7,35,1,1,0,0,1,608.14,3,0,0,0,0.9284,-708.43,0,0.0,0,0,0,0,0,0,0,0.0615,0,0,Low,No
TXN-000184,VEND-0071,IT,Northern,Open Tender,19415.94,15573.03,344,280,3,34,1,1,0,0,0,0.0,9,0,0,0,0.8021,-3842.91,64,0.2286,0,0,0,0,0,0,0,0.0,0,20,Low,No
TXN-000185,VEND-0016,Operations,Central,Open Tender,100342.86,92237.02,36,36,8,48,1,1,0,0,1,12206.52,18,0,0,0,0.9192,-8105.84,0,0.0,0,0,0,0,0,0,0,0.1216,1,5,Low,No
TXN-000186,VEND-0117,Procurement,Sabah,RFQ,19498.67,14220.48,47,47,2,18,1,1,0,0,0,0.0,7,0,0,0,0.7293,-5278.19,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000187,VEND-0017,Operations,East Coast,RFQ,81147.51,103946.28,215,202,6,20,0,1,0,0,2,6296.6,46,0,0,0,1.281,22798.77,13,0.0644,0,0,0,0,1,0,0,0.0776,1,75,Critical,Yes
TXN-000188,VEND-0067,Corporate Services,Central,Panel Vendor,30225.37,29573.75,436,436,8,42,1,1,0,0,0,0.0,14,0,0,0,0.9784,-651.62,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000189,VEND-0071,IT,Southern,Open Tender,17803.5,20000.0,295,295,5,30,0,1,0,0,0,0.0,16,0,1,0,1.1234,2196.5,0,0.0,0,0,0,0,1,0,0,0.0,1,45,Medium,No
TXN-000190,VEND-0031,Project Management,Sabah,Open Tender,10258.71,11224.03,468,468,3,38,1,1,0,0,0,0.0,20,0,0,0,1.0941,965.32,0,0.0,0,0,0,0,0,0,0,0.0,1,25,Medium,No
TXN-000191,VEND-0028,Procurement,Northern,Open Tender,11411.51,8416.05,121,121,7,20,1,1,0,0,0,0.0,21,0,0,0,0.7375,-2995.46,0,0.0,0,0,0,0,0,0,0,0.0,1,5,Low,No
TXN-000192,VEND-0062,Procurement,Southern,Open Tender,18181.81,15203.79,307,294,2,25,1,0,0,0,0,0.0,23,0,0,0,0.8362,-2978.02,13,0.0442,0,0,0,0,0,1,0,0.0,1,45,Medium,No
TXN-000193,VEND-0105,IT,Northern,Open Tender,12555.45,10637.26,381,381,6,52,1,1,0,0,1,1935.52,5,0,0,0,0.8472,-1918.19,0,0.0,0,0,0,0,0,0,0,0.1542,0,0,Low,No
TXN-000194,VEND-0043,Operations,Northern,RFQ,245536.91,184045.85,489,489,8,8,1,1,0,0,0,0.0,10,0,0,0,0.7496,-61491.06,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000195,VEND-0045,IT,Northern,Panel Vendor,46706.01,40731.97,171,171,7,50,1,1,0,0,0,0.0,28,0,0,0,0.8721,-5974.04,0,0.0,0,0,0,0,0,0,0,0.0,1,5,Low,No
TXN-000196,VEND-0110,Facilities,Central,Direct Award,5356.04,4200.0,260,260,1,3,1,1,0,2,1,799.02,10,0,1,0,0.7842,-1156.04,0,0.0,1,0,1,1,0,0,1,0.1492,0,45,Medium,No
TXN-000197,VEND-0090,Facilities,Sabah,Open Tender,32931.09,37123.73,728,497,8,31,1,1,0,0,0,0.0,26,0,0,0,1.1273,4192.64,231,0.4648,0,0,0,0,0,0,0,0.0,1,55,High,Yes
TXN-000198,VEND-0037,Corporate Services,Central,Panel Vendor,79254.42,68060.38,471,471,6,23,1,1,0,4,0,0.0,10,0,0,0,0.8588,-11194.04,0,0.0,0,0,0,0,0,0,1,0.0,0,20,Low,No
TXN-000199,VEND-0056,Finance,Sarawak,Open Tender,2718.13,2796.13,430,329,7,6,1,1,0,0,1,798.03,10,1,0,0,1.0287,78.0,101,0.307,0,0,0,1,0,0,0,0.2936,0,95,Critical,Yes
TXN-000200,VEND-0050,Procurement,Central,Open Tender,10731.29,9001.99,413,413,8,53,1,1,0,0,2,710.85,9,0,0,0,0.8389,-1729.3,0,0.0,0,0,0,0,0,0,0,0.0662,0,0,Low,No
TXN-000201,VEND-0028,Facilities,Central,Open Tender,26359.35,35000.0,380,380,8,4,1,1,0,0,4,634.66,26,0,1,0,1.3278,8640.65,0,0.0,0,0,0,1,0,0,0,0.0241,1,60,High,Yes
TXN-000202,VEND-0039,Finance,Southern,Open Tender,16539.45,15445.73,181,181,7,47,1,1,0,0,1,2114.85,10,0,0,0,0.9339,-1093.72,0,0.0,0,0,0,0,0,0,0,0.1279,0,0,Low,No
TXN-000203,VEND-0053,Operations,Southern,RFQ,17137.92,12947.64,472,472,3,8,1,1,0,0,0,0.0,13,0,0,0,0.7555,-4190.28,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000204,VEND-0090,Finance,Central,Panel Vendor,4737.94,4117.25,462,462,8,60,1,1,0,0,1,705.23,5,0,0,0,0.869,-620.69,0,0.0,0,0,0,0,0,0,0,0.1488,0,0,Low,No
TXN-000205,VEND-0115,IT,Northern,Direct Award,51422.68,55126.69,103,103,1,10,1,1,0,0,2,1736.67,9,0,0,0,1.072,3704.01,0,0.0,1,0,1,0,0,0,0,0.0338,0,40,Medium,No
TXN-000206,VEND-0047,Operations,Southern,Open Tender,18258.13,15150.31,177,177,5,43,1,1,0,0,0,0.0,11,0,0,0,0.8298,-3107.82,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000207,VEND-0018,Facilities,Sabah,Panel Vendor,31453.47,30990.34,74,74,3,52,1,1,0,0,0,0.0,9,0,0,0,0.9853,-463.13,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000208,VEND-0085,Operations,East Coast,RFQ,34446.31,33459.15,82,82,7,16,1,1,0,0,0,0.0,23,0,0,0,0.9713,-987.16,0,0.0,0,0,0,0,0,0,0,0.0,1,5,Low,No
TXN-000209,VEND-0119,Facilities,Central,RFQ,28844.93,23224.59,60,60,6,20,1,1,0,0,1,3455.07,5,0,0,0,0.8052,-5620.34,0,0.0,0,0,0,0,0,0,0,0.1198,0,0,Low,No
TXN-000210,VEND-0104,Facilities,Central,RFQ,23372.08,22040.98,228,228,2,20,1,1,0,0,0,0.0,7,0,0,0,0.943,-1331.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000211,VEND-0101,Operations,Southern,RFQ,6076.66,5677.41,172,172,5,10,1,1,0,0,0,0.0,12,0,0,0,0.9343,-399.25,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000212,VEND-0111,Facilities,East Coast,Open Tender,29746.28,22832.88,163,163,1,16,1,1,0,1,1,1433.28,5,0,0,0,0.7676,-6913.4,0,0.0,0,0,1,0,0,0,1,0.0482,0,20,Low,No
TXN-000213,VEND-0120,Project Management,East Coast,Open Tender,1890.96,1468.61,223,223,5,21,1,1,0,0,0,0.0,13,0,0,0,0.7766,-422.35,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000214,VEND-0068,IT,East Coast,Open Tender,15313.62,13546.28,402,402,3,48,1,1,0,0,0,0.0,2,0,0,0,0.8846,-1767.34,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000215,VEND-0120,Finance,Central,Open Tender,5738.02,6246.06,186,151,8,6,1,1,0,0,4,162.42,27,0,0,0,1.0885,508.04,35,0.2318,0,0,0,1,0,0,0,0.0283,1,65,High,Yes
TXN-000216,VEND-0071,Project Management,Southern,Direct Award,12330.8,10195.73,311,311,1,9,1,1,0,0,1,1732.44,4,0,0,0,0.8269,-2135.07,0,0.0,1,0,1,0,0,0,0,0.1405,0,20,Low,No
TXN-000217,VEND-0107,Procurement,Central,Panel Vendor,20441.42,27825.77,382,382,5,56,1,0,0,0,0,0.0,9,0,0,0,1.3612,7384.35,0,0.0,0,0,0,0,0,1,0,0.0,0,50,High,Yes
TXN-000218,VEND-0115,Finance,Sabah,Open Tender,105228.2,115000.0,27,27,5,4,1,1,0,1,0,0.0,70,0,1,0,1.0929,9771.8,0,0.0,0,0,0,1,0,0,1,0.0,1,55,High,Yes
TXN-000219,VEND-0021,Finance,Sabah,Panel Vendor,7107.48,5801.36,367,367,7,55,1,0,0,2,0,0.0,1,0,0,0,0.8162,-1306.12,0,0.0,0,0,0,0,0,1,1,0.0,0,30,Medium,No
TXN-000220,VEND-0067,IT,Northern,Open Tender,58381.87,47363.34,145,145,6,40,1,1,0,0,0,0.0,4,0,0,0,0.8113,-11018.53,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000221,VEND-0017,Finance,Northern,RFQ,77525.45,74737.21,478,478,3,14,1,1,0,1,0,0.0,2,0,0,0,0.964,-2788.24,0,0.0,0,0,0,0,0,0,1,0.0,0,10,Low,No
TXN-000222,VEND-0025,Operations,Central,Direct Award,23587.91,32000.0,122,122,1,7,1,1,0,0,1,8567.56,8,0,1,0,1.3566,8412.09,0,0.0,1,0,1,0,0,0,0,0.3632,0,65,High,Yes
TXN-000223,VEND-0061,IT,Southern,Panel Vendor,13245.82,11000.0,477,452,8,14,1,1,0,0,1,865.93,1,0,1,0,0.8305,-2245.82,25,0.0553,0,0,0,0,0,0,0,0.0654,0,25,Medium,No
TXN-000224,VEND-0093,Procurement,Sabah,Open Tender,9187.38,8747.53,463,463,6,36,1,1,0,0,0,0.0,7,0,0,0,0.9521,-439.85,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000225,VEND-0005,IT,Southern,Panel Vendor,22780.0,19000.0,44,44,7,51,1,1,0,0,0,0.0,2,0,1,0,0.8341,-3780.0,0,0.0,0,0,0,0,0,0,0,0.0,0,5,Low,No
TXN-000226,VEND-0115,Finance,Southern,RFQ,15056.85,12466.7,75,75,8,18,1,1,0,0,0,0.0,6,0,0,0,0.828,-2590.15,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000227,VEND-0113,Corporate Services,Central,RFQ,15049.81,13222.02,387,349,3,11,1,1,0,0,6,1724.94,0,0,0,0,0.8786,-1827.79,38,0.1089,0,0,0,0,0,0,0,0.1146,0,30,Medium,No
TXN-000228,VEND-0055,Project Management,Sabah,Panel Vendor,65854.68,49828.06,2,2,4,52,1,1,0,0,0,0.0,10,0,0,0,0.7566,-16026.62,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000229,VEND-0065,Finance,Central,Panel Vendor,62364.12,59000.0,296,296,5,31,1,1,0,0,1,3088.11,12,0,1,0,0.9461,-3364.12,0,0.0,0,0,0,0,0,0,0,0.0495,0,5,Low,No
TXN-000230,VEND-0055,IT,Sabah,Panel Vendor,15255.87,11096.2,466,466,3,21,1,1,0,0,0,0.0,3,0,0,0,0.7273,-4159.67,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000231,VEND-0051,Operations,Southern,Open Tender,26950.21,23431.03,250,232,1,29,1,1,0,2,0,0.0,13,1,0,0,0.8694,-3519.18,18,0.0776,0,0,1,0,0,0,1,0.0,0,65,High,Yes
TXN-000232,VEND-0090,Facilities,East Coast,RFQ,9781.01,8552.55,370,370,6,11,1,1,0,0,0,0.0,4,0,0,0,0.8744,-1228.46,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000233,VEND-0032,Procurement,Northern,Panel Vendor,21890.35,17021.92,597,499,7,22,1,1,1,0,0,0.0,20,0,0,0,0.7776,-4868.43,98,0.1964,0,0,0,0,0,0,0,0.0,1,45,Medium,No
TXN-000234,VEND-0014,Operations,Central,Direct Award,5378.41,4134.88,330,330,1,10,1,1,0,0,0,0.0,2,0,0,0,0.7688,-1243.53,0,0.0,1,0,1,0,0,0,0,0.0,0,20,Low,No
TXN-000235,VEND-0089,Procurement,East Coast,Open Tender,20171.04,22761.29,99,99,2,19,1,1,0,0,0,0.0,28,0,0,1,1.1284,2590.25,0,0.0,0,0,0,0,0,0,0,0.0,1,45,Medium,No
TXN-000236,VEND-0052,Project Management,Northern,Direct Award,12542.19,16000.0,365,365,1,12,1,1,0,0,0,0.0,29,0,1,0,1.2757,3457.81,0,0.0,1,0,1,0,0,0,0,0.0,1,60,High,Yes
TXN-000237,VEND-0117,Finance,Sarawak,Open Tender,7490.87,5978.57,763,463,3,2,1,1,0,0,2,1812.63,67,0,0,0,0.7981,-1512.3,300,0.6479,0,0,0,1,0,0,0,0.242,1,60,High,Yes
