department_Corporate Services,department_Facilities,department_Finance,department_IT,department_Operations,department_Procurement,department_Project Management,region_Central,region_East Coast,region_Northern,region_Sabah,region_Sarawak,region_Southern,procurement_method_Direct Award,procurement_method_Emergency Procurement,procurement_method_Open Tender,procurement_method_Panel Vendor,procurement_method_RFQ,contract_amount,invoice_amount,claimed_units,verified_units,number_of_bidders,tender_duration_days,has_checker,has_approver,coi_declared,past_complaints_12m,variation_order_count,variation_order_amount,late_delivery_days,duplicate_invoice_flag,round_amount_flag,split_purchase_flag,invoice_contract_ratio,invoice_contract_variance,claim_variance_units,claim_variance_pct,direct_award_flag,emergency_procurement_flag,single_bidder_flag,short_tender_flag,missing_checker_flag,missing_approver_flag,complaint_flag,vo_amount_ratio,late_delivery_flag
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15090.02,11673.57,184.0,184.0,4.0,9.0,1.0,1.0,0.0,0.0,1.0,880.74,6.0,0.0,0.0,0.0,0.7736,-3416.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0584,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,30895.56,29000.0,28.0,28.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.9386,-1895.56,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,57378.44,52871.27,65.0,65.0,3.0,18.0,1.0,1.0,0.0,0.0,1.0,2396.79,27.0,0.0,0.0,0.0,0.9214,-4507.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0418,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,164020.67,138079.35,127.0,127.0,2.0,33.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.8418,-25941.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,116123.78,99921.1,342.0,342.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.8605,-16202.68,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27833.78,24365.89,45.0,45.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,4517.09,11.0,0.0,0.0,0.0,0.8754,-3467.89,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1623,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18751.5,15281.97,4.0,4.0,1.0,10.0,1.0,1.0,0.0,0.0,1.0,2595.77,33.0,0.0,0.0,0.0,0.815,-3469.53,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1384,1.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,22598.65,17541.64,395.0,395.0,1.0,11.0,1.0,1.0,0.0,0.0,3.0,9798.0,5.0,0.0,0.0,0.0,0.7762,-5057.01,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4336,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25545.45,23387.4,340.0,340.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,3656.57,30.0,0.0,0.0,0.0,0.9155,-2158.05,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1431,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27223.99,20263.11,376.0,376.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,609.67,24.0,0.0,0.0,0.0,0.7443,-6960.88,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0224,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17170.33,16020.96,5.0,5.0,8.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.9331,-1149.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10249.53,9969.15,288.0,281.0,3.0,13.0,1.0,1.0,0.0,0.0,1.0,216.0,48.0,0.0,0.0,0.0,0.9726,-280.38,7.0,0.0249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0211,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29737.39,25000.0,350.0,288.0,5.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.8407,-4737.39,62.0,0.2153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39957.72,30296.97,431.0,431.0,4.0,51.0,1.0,1.0,0.0,0.0,6.0,5462.09,2.0,0.0,0.0,0.0,0.7582,-9660.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1367,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47112.52,42124.22,496.0,496.0,8.0,58.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.8941,-4988.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,79254.42,68060.38,471.0,471.0,6.0,23.0,1.0,1.0,0.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,0.8588,-11194.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7178.82,7100.0,218.0,218.0,6.0,51.0,1.0,1.0,0.0,0.0,1.0,1128.31,10.0,0.0,1.0,0.0,0.989,-78.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1572,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38786.72,35000.0,446.0,446.0,3.0,49.0,1.0,1.0,0.0,0.0,1.0,6124.37,11.0,0.0,1.0,0.0,0.9024,-3786.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1579,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,112822.27,106153.91,342.0,327.0,2.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.9409,-6668.36,15.0,0.0459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14867.72,13981.32,355.0,355.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.9404,-886.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24391.45,21982.63,460.0,460.0,3.0,18.0,1.0,0.0,0.0,0.0,5.0,3889.4,7.0,0.0,0.0,0.0,0.9012,-2408.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1595,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17599.31,15000.0,172.0,172.0,2.0,46.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8523,-2599.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26126.68,21734.14,9.0,9.0,7.0,52.0,1.0,1.0,0.0,0.0,2.0,2753.89,6.0,0.0,0.0,0.0,0.8319,-4392.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1054,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,26915.97,23443.25,413.0,413.0,7.0,58.0,0.0,1.0,0.0,0.0,2.0,4097.24,13.0,0.0,0.0,0.0,0.871,-3472.72,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1522,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10341.34,10055.21,106.0,106.0,2.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.9723,-286.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23942.61,20404.15,98.0,98.0,4.0,34.0,0.0,1.0,0.0,0.0,1.0,945.8,21.0,0.0,0.0,1.0,0.8522,-3538.46,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0395,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,50844.24,70895.0,419.0,419.0,4.0,43.0,1.0,0.0,0.0,0.0,2.0,8064.91,13.0,0.0,0.0,0.0,1.3944,20050.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1586,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9547.15,10000.0,270.0,270.0,7.0,57.0,1.0,1.0,0.0,0.0,1.0,652.48,6.0,0.0,1.0,1.0,1.0474,452.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0683,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,33665.59,32000.0,454.0,454.0,7.0,49.0,1.0,1.0,1.0,0.0,0.0,0.0,15.0,1.0,1.0,0.0,0.9505,-1665.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,81283.83,76468.47,342.0,342.0,4.0,19.0,1.0,1.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.9408,-4815.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32076.85,33000.0,461.0,461.0,2.0,10.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0288,923.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49592.03,36650.77,413.0,387.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.739,-12941.26,26.0,0.0672,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30368.84,23567.08,339.0,339.0,2.0,30.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.776,-6801.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43991.4,55962.36,294.0,294.0,6.0,14.0,1.0,1.0,0.0,0.0,5.0,2290.21,4.0,0.0,0.0,0.0,1.2721,11970.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0521,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30846.91,34186.46,425.0,425.0,1.0,12.0,0.0,1.0,0.0,0.0,4.0,1665.19,0.0,0.0,0.0,0.0,1.1083,3339.55,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.054,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,347573.5,376153.56,499.0,499.0,6.0,43.0,1.0,1.0,0.0,0.0,1.0,9020.21,12.0,0.0,0.0,0.0,1.0822,28580.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24838.45,21349.26,494.0,494.0,1.0,10.0,1.0,1.0,0.0,0.0,1.0,2806.16,26.0,0.0,0.0,0.0,0.8595,-3489.19,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.113,1.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11715.1,10532.27,357.0,357.0,5.0,8.0,1.0,1.0,0.0,0.0,1.0,907.24,6.0,0.0,0.0,0.0,0.899,-1182.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0774,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19341.77,22310.42,318.0,278.0,1.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.1535,2968.65,40.0,0.1439,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12171.19,11994.93,486.0,486.0,1.0,14.0,1.0,1.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.9855,-176.26,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71796.61,82688.44,105.0,105.0,6.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,1.1517,10891.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,41570.63,39000.0,305.0,252.0,4.0,54.0,1.0,1.0,1.0,1.0,1.0,1778.59,11.0,0.0,1.0,0.0,0.9382,-2570.63,53.0,0.2103,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0428,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27879.02,37229.5,217.0,217.0,4.0,35.0,0.0,1.0,0.0,3.0,1.0,2415.5,7.0,0.0,0.0,0.0,1.3354,9350.48,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0866,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36647.55,36405.72,273.0,273.0,1.0,8.0,1.0,1.0,0.0,0.0,1.0,5998.97,6.0,0.0,0.0,1.0,0.9934,-241.83,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1637,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,71789.63,60742.3,306.0,306.0,8.0,37.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.8461,-11047.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13182.53,10511.45,190.0,190.0,7.0,58.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7974,-2671.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,80523.54,72000.0,288.0,288.0,4.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,83.0,1.0,1.0,0.0,0.8941,-8523.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27974.6,22143.43,443.0,443.0,2.0,10.0,1.0,1.0,0.0,0.0,1.0,1018.73,4.0,0.0,0.0,0.0,0.7916,-5831.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0364,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24853.56,23000.0,9.0,9.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.9254,-1853.56,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,22322.12,21000.0,20.0,20.0,1.0,27.0,1.0,1.0,0.0,6.0,3.0,1236.48,0.0,0.0,1.0,0.0,0.9408,-1322.12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0554,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,115208.51,93258.66,454.0,454.0,3.0,47.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.8095,-21949.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3535.33,2560.25,435.0,435.0,6.0,24.0,1.0,1.0,0.0,0.0,1.0,289.15,3.0,0.0,0.0,0.0,0.7242,-975.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0818,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26359.35,35000.0,380.0,380.0,8.0,4.0,1.0,1.0,0.0,0.0,4.0,634.66,26.0,0.0,1.0,0.0,1.3278,8640.65,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0241,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,50436.22,38395.66,404.0,404.0,7.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.7613,-12040.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,25997.74,21991.2,51.0,51.0,1.0,5.0,1.0,1.0,0.0,0.0,6.0,582.99,12.0,0.0,0.0,0.0,0.8459,-4006.54,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0224,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13834.65,11140.89,370.0,370.0,8.0,15.0,1.0,1.0,0.0,0.0,2.0,3281.99,12.0,0.0,0.0,0.0,0.8053,-2693.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2372,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,21000.46,19104.44,417.0,417.0,5.0,45.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.9097,-1896.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11464.31,10250.96,465.0,383.0,3.0,43.0,1.0,1.0,0.0,0.0,1.0,2020.62,9.0,0.0,0.0,1.0,0.8942,-1213.35,82.0,0.2141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1763,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23740.92,23200.25,134.0,134.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.9772,-540.67,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64393.86,60159.86,486.0,486.0,8.0,49.0,1.0,1.0,0.0,0.0,1.0,11497.06,9.0,0.0,0.0,0.0,0.9342,-4234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1785,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46120.44,56971.51,80.0,70.0,8.0,49.0,0.0,0.0,0.0,6.0,1.0,5820.67,11.0,0.0,0.0,1.0,1.2353,10851.07,10.0,0.1429,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1262,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21998.75,21314.93,246.0,246.0,2.0,10.0,1.0,1.0,0.0,0.0,3.0,2484.53,26.0,0.0,0.0,0.0,0.9689,-683.82,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1129,1.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33315.58,25735.25,285.0,285.0,1.0,36.0,1.0,1.0,0.0,0.0,1.0,3583.12,23.0,0.0,0.0,0.0,0.7725,-7580.33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1076,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,66742.78,55104.02,285.0,285.0,7.0,20.0,1.0,1.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.8256,-11638.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,27041.57,22925.37,476.0,476.0,5.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.8478,-4116.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,13349.92,10319.08,2.0,2.0,7.0,46.0,1.0,1.0,0.0,0.0,4.0,1798.38,9.0,0.0,0.0,0.0,0.773,-3030.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1347,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20371.25,16000.0,180.0,109.0,8.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,83.0,0.0,1.0,0.0,0.7854,-4371.25,71.0,0.6514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,22780.0,19000.0,44.0,44.0,7.0,51.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.8341,-3780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,41385.76,36000.0,470.0,470.0,7.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.8699,-5385.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24967.68,20211.84,405.0,405.0,4.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.8095,-4755.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
